timestamp,event_type,details
2025-06-04T15:35:10.189763600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051101897494 }, name: None, event_type: MouseMove { x: 762.0, y: 496.0 } }"
2025-06-04T15:35:10.193773+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051101937586 }, name: None, event_type: MouseMove { x: 761.0, y: 495.0 } }"
2025-06-04T15:35:10.197774400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051101977583 }, name: None, event_type: MouseMove { x: 760.0, y: 495.0 } }"
2025-06-04T15:35:10.201877+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051102018596 }, name: None, event_type: MouseMove { x: 759.0, y: 495.0 } }"
2025-06-04T15:35:10.209818600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051102097990 }, name: None, event_type: MouseMove { x: 758.0, y: 495.0 } }"
2025-06-04T15:35:10.213781200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051102137645 }, name: None, event_type: MouseMove { x: 756.0, y: 493.0 } }"
2025-06-04T15:35:10.363764200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051103637495 }, name: None, event_type: MouseMove { x: 756.0, y: 493.0 } }"
2025-06-04T15:35:10.367760700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051103677459 }, name: None, event_type: MouseMove { x: 755.0, y: 493.0 } }"
2025-06-04T15:35:10.371857300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051103718425 }, name: None, event_type: MouseMove { x: 754.0, y: 493.0 } }"
2025-06-04T15:35:10.379775200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051103797611 }, name: None, event_type: MouseMove { x: 753.0, y: 493.0 } }"
2025-06-04T15:35:10.383780800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051103837658 }, name: None, event_type: MouseMove { x: 753.0, y: 493.0 } }"
2025-06-04T15:35:10.387763100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051103877489 }, name: None, event_type: MouseMove { x: 752.0, y: 493.0 } }"
2025-06-04T15:35:10.391773500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051103917584 }, name: None, event_type: MouseMove { x: 752.0, y: 493.0 } }"
2025-06-04T15:35:10.395764600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051103957500 }, name: None, event_type: MouseMove { x: 750.0, y: 493.0 } }"
2025-06-04T15:35:10.399757200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051103997424 }, name: None, event_type: MouseMove { x: 748.0, y: 493.0 } }"
2025-06-04T15:35:10.408384500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104083602 }, name: None, event_type: MouseMove { x: 745.0, y: 493.0 } }"
2025-06-04T15:35:10.408583600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104085748 }, name: None, event_type: MouseMove { x: 743.0, y: 493.0 } }"
2025-06-04T15:35:10.411826500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104118114 }, name: None, event_type: MouseMove { x: 740.0, y: 493.0 } }"
2025-06-04T15:35:10.415771500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104157563 }, name: None, event_type: MouseMove { x: 737.0, y: 494.0 } }"
2025-06-04T15:35:10.419797900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104197826 }, name: None, event_type: MouseMove { x: 734.0, y: 496.0 } }"
2025-06-04T15:35:10.423829200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104238139 }, name: None, event_type: MouseMove { x: 731.0, y: 497.0 } }"
2025-06-04T15:35:10.427993800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104279633 }, name: None, event_type: MouseMove { x: 729.0, y: 497.0 } }"
2025-06-04T15:35:10.429883400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104298677 }, name: None, event_type: MouseMove { x: 727.0, y: 497.0 } }"
2025-06-04T15:35:10.434106500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104340911 }, name: None, event_type: MouseMove { x: 726.0, y: 497.0 } }"
2025-06-04T15:35:10.441869600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104418549 }, name: None, event_type: MouseMove { x: 725.0, y: 497.0 } }"
2025-06-04T15:35:10.465758800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104657412 }, name: None, event_type: MouseMove { x: 725.0, y: 497.0 } }"
2025-06-04T15:35:10.469781300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104697667 }, name: None, event_type: MouseMove { x: 725.0, y: 497.0 } }"
2025-06-04T15:35:10.473748+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104737334 }, name: None, event_type: MouseMove { x: 727.0, y: 497.0 } }"
2025-06-04T15:35:10.477900400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104778707 }, name: None, event_type: MouseMove { x: 728.0, y: 497.0 } }"
2025-06-04T15:35:10.481785100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104817661 }, name: None, event_type: MouseMove { x: 729.0, y: 497.0 } }"
2025-06-04T15:35:10.485818500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104858007 }, name: None, event_type: MouseMove { x: 732.0, y: 497.0 } }"
2025-06-04T15:35:10.489822900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104898060 }, name: None, event_type: MouseMove { x: 735.0, y: 497.0 } }"
2025-06-04T15:35:10.493791900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104937766 }, name: None, event_type: MouseMove { x: 737.0, y: 497.0 } }"
2025-06-04T15:35:10.497790500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051104977738 }, name: None, event_type: MouseMove { x: 740.0, y: 497.0 } }"
2025-06-04T15:35:10.501819100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105017797 }, name: None, event_type: MouseMove { x: 743.0, y: 498.0 } }"
2025-06-04T15:35:10.503752300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105037330 }, name: None, event_type: MouseMove { x: 747.0, y: 499.0 } }"
2025-06-04T15:35:10.507767400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105077495 }, name: None, event_type: MouseMove { x: 751.0, y: 500.0 } }"
2025-06-04T15:35:10.511816800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105117998 }, name: None, event_type: MouseMove { x: 756.0, y: 502.0 } }"
2025-06-04T15:35:10.515832400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105158160 }, name: None, event_type: MouseMove { x: 762.0, y: 503.0 } }"
2025-06-04T15:35:10.519802200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105197851 }, name: None, event_type: MouseMove { x: 767.0, y: 503.0 } }"
2025-06-04T15:35:10.523810500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105237931 }, name: None, event_type: MouseMove { x: 772.0, y: 504.0 } }"
2025-06-04T15:35:10.527802700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105277852 }, name: None, event_type: MouseMove { x: 777.0, y: 506.0 } }"
2025-06-04T15:35:10.531822400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105318039 }, name: None, event_type: MouseMove { x: 784.0, y: 508.0 } }"
2025-06-04T15:35:10.535830200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105358099 }, name: None, event_type: MouseMove { x: 790.0, y: 509.0 } }"
2025-06-04T15:35:10.539816100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105397990 }, name: None, event_type: MouseMove { x: 796.0, y: 511.0 } }"
2025-06-04T15:35:10.543833+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105438143 }, name: None, event_type: MouseMove { x: 801.0, y: 513.0 } }"
2025-06-04T15:35:10.547830+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105478110 }, name: None, event_type: MouseMove { x: 809.0, y: 515.0 } }"
2025-06-04T15:35:10.551778700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105517613 }, name: None, event_type: MouseMove { x: 817.0, y: 516.0 } }"
2025-06-04T15:35:10.555755200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105557375 }, name: None, event_type: MouseMove { x: 825.0, y: 518.0 } }"
2025-06-04T15:35:10.559787800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105597704 }, name: None, event_type: MouseMove { x: 833.0, y: 520.0 } }"
2025-06-04T15:35:10.563820900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105638031 }, name: None, event_type: MouseMove { x: 842.0, y: 522.0 } }"
2025-06-04T15:35:10.567924700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105679055 }, name: None, event_type: MouseMove { x: 849.0, y: 524.0 } }"
2025-06-04T15:35:10.571793700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105717773 }, name: None, event_type: MouseMove { x: 857.0, y: 525.0 } }"
2025-06-04T15:35:10.573759200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105737432 }, name: None, event_type: MouseMove { x: 864.0, y: 526.0 } }"
2025-06-04T15:35:10.577786100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105777683 }, name: None, event_type: MouseMove { x: 870.0, y: 526.0 } }"
2025-06-04T15:35:10.581809600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105817710 }, name: None, event_type: MouseMove { x: 877.0, y: 526.0 } }"
2025-06-04T15:35:10.585813+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105857941 }, name: None, event_type: MouseMove { x: 882.0, y: 526.0 } }"
2025-06-04T15:35:10.589790200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105897739 }, name: None, event_type: MouseMove { x: 888.0, y: 526.0 } }"
2025-06-04T15:35:10.593793600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105937787 }, name: None, event_type: MouseMove { x: 893.0, y: 526.0 } }"
2025-06-04T15:35:10.597799400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051105977830 }, name: None, event_type: MouseMove { x: 897.0, y: 526.0 } }"
2025-06-04T15:35:10.601953200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106019219 }, name: None, event_type: MouseMove { x: 902.0, y: 526.0 } }"
2025-06-04T15:35:10.605796700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106057780 }, name: None, event_type: MouseMove { x: 906.0, y: 526.0 } }"
2025-06-04T15:35:10.609799700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106097781 }, name: None, event_type: MouseMove { x: 909.0, y: 526.0 } }"
2025-06-04T15:35:10.613785600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106137689 }, name: None, event_type: MouseMove { x: 913.0, y: 526.0 } }"
2025-06-04T15:35:10.617763600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106177469 }, name: None, event_type: MouseMove { x: 915.0, y: 526.0 } }"
2025-06-04T15:35:10.621818400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106218004 }, name: None, event_type: MouseMove { x: 917.0, y: 526.0 } }"
2025-06-04T15:35:10.625781100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106257640 }, name: None, event_type: MouseMove { x: 919.0, y: 527.0 } }"
2025-06-04T15:35:10.629790300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106297736 }, name: None, event_type: MouseMove { x: 921.0, y: 528.0 } }"
2025-06-04T15:35:10.634175800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106341495 }, name: None, event_type: MouseMove { x: 924.0, y: 528.0 } }"
2025-06-04T15:35:10.639386100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106393700 }, name: None, event_type: MouseMove { x: 925.0, y: 529.0 } }"
2025-06-04T15:35:10.641767400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106417527 }, name: None, event_type: MouseMove { x: 926.0, y: 530.0 } }"
2025-06-04T15:35:10.645745900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106457315 }, name: None, event_type: MouseMove { x: 928.0, y: 531.0 } }"
2025-06-04T15:35:10.647761900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106477467 }, name: None, event_type: MouseMove { x: 929.0, y: 531.0 } }"
2025-06-04T15:35:10.655769100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051106557541 }, name: None, event_type: MouseMove { x: 930.0, y: 531.0 } }"
2025-06-04T15:35:10.787755800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051107877422 }, name: None, event_type: MouseMove { x: 931.0, y: 531.0 } }"
2025-06-04T15:35:10.791760500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051107917456 }, name: None, event_type: MouseMove { x: 932.0, y: 532.0 } }"
2025-06-04T15:35:10.803765700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108037514 }, name: None, event_type: MouseMove { x: 933.0, y: 532.0 } }"
2025-06-04T15:35:10.811737+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108117224 }, name: None, event_type: MouseMove { x: 935.0, y: 532.0 } }"
2025-06-04T15:35:10.827773+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108277568 }, name: None, event_type: MouseMove { x: 936.0, y: 532.0 } }"
2025-06-04T15:35:10.869804600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108697886 }, name: None, event_type: MouseMove { x: 936.0, y: 532.0 } }"
2025-06-04T15:35:10.877776100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108777615 }, name: None, event_type: MouseMove { x: 936.0, y: 532.0 } }"
2025-06-04T15:35:10.881764900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108817495 }, name: None, event_type: MouseMove { x: 936.0, y: 530.0 } }"
2025-06-04T15:35:10.885772100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108857586 }, name: None, event_type: MouseMove { x: 936.0, y: 529.0 } }"
2025-06-04T15:35:10.889764200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108897502 }, name: None, event_type: MouseMove { x: 936.0, y: 527.0 } }"
2025-06-04T15:35:10.893753800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108937397 }, name: None, event_type: MouseMove { x: 936.0, y: 524.0 } }"
2025-06-04T15:35:10.897752700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051108977375 }, name: None, event_type: MouseMove { x: 936.0, y: 521.0 } }"
2025-06-04T15:35:10.901780+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109017653 }, name: None, event_type: MouseMove { x: 936.0, y: 518.0 } }"
2025-06-04T15:35:10.905763500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109057489 }, name: None, event_type: MouseMove { x: 936.0, y: 515.0 } }"
2025-06-04T15:35:10.910029+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109100130 }, name: None, event_type: MouseMove { x: 934.0, y: 512.0 } }"
2025-06-04T15:35:10.913759500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109137457 }, name: None, event_type: MouseMove { x: 934.0, y: 511.0 } }"
2025-06-04T15:35:10.917752900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109177391 }, name: None, event_type: MouseMove { x: 932.0, y: 508.0 } }"
2025-06-04T15:35:10.924453+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109244384 }, name: None, event_type: MouseMove { x: 930.0, y: 505.0 } }"
2025-06-04T15:35:10.925763500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109257500 }, name: None, event_type: MouseMove { x: 929.0, y: 502.0 } }"
2025-06-04T15:35:10.929759100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109297433 }, name: None, event_type: MouseMove { x: 928.0, y: 501.0 } }"
2025-06-04T15:35:10.931745100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109317303 }, name: None, event_type: MouseMove { x: 927.0, y: 500.0 } }"
2025-06-04T15:35:10.935777600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109357615 }, name: None, event_type: MouseMove { x: 925.0, y: 497.0 } }"
2025-06-04T15:35:10.939794300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109397784 }, name: None, event_type: MouseMove { x: 923.0, y: 495.0 } }"
2025-06-04T15:35:10.943785500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109437708 }, name: None, event_type: MouseMove { x: 918.0, y: 492.0 } }"
2025-06-04T15:35:10.947752900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109477382 }, name: None, event_type: MouseMove { x: 915.0, y: 491.0 } }"
2025-06-04T15:35:10.951773+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109517600 }, name: None, event_type: MouseMove { x: 912.0, y: 489.0 } }"
2025-06-04T15:35:10.955752700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109557376 }, name: None, event_type: MouseMove { x: 909.0, y: 487.0 } }"
2025-06-04T15:35:10.959751200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109597362 }, name: None, event_type: MouseMove { x: 905.0, y: 486.0 } }"
2025-06-04T15:35:10.963793800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109637793 }, name: None, event_type: MouseMove { x: 901.0, y: 484.0 } }"
2025-06-04T15:35:10.971335600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109713206 }, name: None, event_type: MouseMove { x: 898.0, y: 483.0 } }"
2025-06-04T15:35:10.971783500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109717736 }, name: None, event_type: MouseMove { x: 897.0, y: 482.0 } }"
2025-06-04T15:35:10.975748400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109757339 }, name: None, event_type: MouseMove { x: 895.0, y: 482.0 } }"
2025-06-04T15:35:10.979755500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109797417 }, name: None, event_type: MouseMove { x: 893.0, y: 481.0 } }"
2025-06-04T15:35:10.983761300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109837474 }, name: None, event_type: MouseMove { x: 891.0, y: 481.0 } }"
2025-06-04T15:35:10.987765300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109877513 }, name: None, event_type: MouseMove { x: 889.0, y: 481.0 } }"
2025-06-04T15:35:10.991765700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109917510 }, name: None, event_type: MouseMove { x: 887.0, y: 479.0 } }"
2025-06-04T15:35:10.995769600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109957552 }, name: None, event_type: MouseMove { x: 887.0, y: 479.0 } }"
2025-06-04T15:35:10.999731200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051109997173 }, name: None, event_type: MouseMove { x: 885.0, y: 479.0 } }"
2025-06-04T15:35:11.003736600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051110037235 }, name: None, event_type: MouseMove { x: 884.0, y: 478.0 } }"
2025-06-04T15:35:11.005720500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051110056988 }, name: None, event_type: MouseMove { x: 883.0, y: 478.0 } }"
2025-06-04T15:35:11.009763+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051110097485 }, name: None, event_type: MouseMove { x: 883.0, y: 478.0 } }"
2025-06-04T15:35:11.017739200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051110177249 }, name: None, event_type: MouseMove { x: 882.0, y: 478.0 } }"
2025-06-04T15:35:11.021752800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051110217383 }, name: None, event_type: MouseMove { x: 880.0, y: 477.0 } }"
2025-06-04T15:35:11.283771500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051112837565 }, name: None, event_type: MouseMove { x: 880.0, y: 477.0 } }"
2025-06-04T15:35:11.287754400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051112877397 }, name: None, event_type: MouseMove { x: 880.0, y: 477.0 } }"
2025-06-04T15:35:11.291737400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051112917228 }, name: None, event_type: MouseMove { x: 881.0, y: 477.0 } }"
2025-06-04T15:35:11.295763400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051112957482 }, name: None, event_type: MouseMove { x: 884.0, y: 477.0 } }"
2025-06-04T15:35:11.299760100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051112997462 }, name: None, event_type: MouseMove { x: 885.0, y: 478.0 } }"
2025-06-04T15:35:11.303739500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113037260 }, name: None, event_type: MouseMove { x: 887.0, y: 480.0 } }"
2025-06-04T15:35:11.305748100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113057339 }, name: None, event_type: MouseMove { x: 888.0, y: 482.0 } }"
2025-06-04T15:35:11.309756100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113097408 }, name: None, event_type: MouseMove { x: 890.0, y: 484.0 } }"
2025-06-04T15:35:11.313764300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113137506 }, name: None, event_type: MouseMove { x: 891.0, y: 487.0 } }"
2025-06-04T15:35:11.317751300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113177367 }, name: None, event_type: MouseMove { x: 893.0, y: 491.0 } }"
2025-06-04T15:35:11.322540900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113225268 }, name: None, event_type: MouseMove { x: 894.0, y: 494.0 } }"
2025-06-04T15:35:11.325776200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113257606 }, name: None, event_type: MouseMove { x: 894.0, y: 496.0 } }"
2025-06-04T15:35:11.329742800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113297286 }, name: None, event_type: MouseMove { x: 895.0, y: 498.0 } }"
2025-06-04T15:35:11.333752300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113337381 }, name: None, event_type: MouseMove { x: 896.0, y: 501.0 } }"
2025-06-04T15:35:11.337784600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113377702 }, name: None, event_type: MouseMove { x: 896.0, y: 504.0 } }"
2025-06-04T15:35:11.341783100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113417688 }, name: None, event_type: MouseMove { x: 896.0, y: 508.0 } }"
2025-06-04T15:35:11.345750100+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113457354 }, name: None, event_type: MouseMove { x: 896.0, y: 512.0 } }"
2025-06-04T15:35:11.349735800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113497204 }, name: None, event_type: MouseMove { x: 896.0, y: 518.0 } }"
2025-06-04T15:35:11.353772+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113537569 }, name: None, event_type: MouseMove { x: 896.0, y: 522.0 } }"
2025-06-04T15:35:11.357746300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113577309 }, name: None, event_type: MouseMove { x: 896.0, y: 529.0 } }"
2025-06-04T15:35:11.361782500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113617669 }, name: None, event_type: MouseMove { x: 896.0, y: 535.0 } }"
2025-06-04T15:35:11.365766200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113657501 }, name: None, event_type: MouseMove { x: 896.0, y: 542.0 } }"
2025-06-04T15:35:11.369775700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113697607 }, name: None, event_type: MouseMove { x: 896.0, y: 549.0 } }"
2025-06-04T15:35:11.373778800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113737637 }, name: None, event_type: MouseMove { x: 896.0, y: 557.0 } }"
2025-06-04T15:35:11.377745300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113777309 }, name: None, event_type: MouseMove { x: 896.0, y: 565.0 } }"
2025-06-04T15:35:11.379751400+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113797359 }, name: None, event_type: MouseMove { x: 896.0, y: 573.0 } }"
2025-06-04T15:35:11.383761300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113837468 }, name: None, event_type: MouseMove { x: 896.0, y: 581.0 } }"
2025-06-04T15:35:11.387759500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113877442 }, name: None, event_type: MouseMove { x: 896.0, y: 588.0 } }"
2025-06-04T15:35:11.391753300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113917293 }, name: None, event_type: MouseMove { x: 896.0, y: 594.0 } }"
2025-06-04T15:35:11.395749+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113957346 }, name: None, event_type: MouseMove { x: 896.0, y: 600.0 } }"
2025-06-04T15:35:11.399748700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051113997347 }, name: None, event_type: MouseMove { x: 896.0, y: 605.0 } }"
2025-06-04T15:35:11.406785500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114067693 }, name: None, event_type: MouseMove { x: 896.0, y: 609.0 } }"
2025-06-04T15:35:11.407720+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114077079 }, name: None, event_type: MouseMove { x: 896.0, y: 613.0 } }"
2025-06-04T15:35:11.411757+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114117339 }, name: None, event_type: MouseMove { x: 896.0, y: 618.0 } }"
2025-06-04T15:35:11.415758+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114157429 }, name: None, event_type: MouseMove { x: 896.0, y: 621.0 } }"
2025-06-04T15:35:11.419765600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114197515 }, name: None, event_type: MouseMove { x: 896.0, y: 624.0 } }"
2025-06-04T15:35:11.423768600+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114237541 }, name: None, event_type: MouseMove { x: 896.0, y: 627.0 } }"
2025-06-04T15:35:11.427781900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114277674 }, name: None, event_type: MouseMove { x: 896.0, y: 629.0 } }"
2025-06-04T15:35:11.431763200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114317347 }, name: None, event_type: MouseMove { x: 896.0, y: 632.0 } }"
2025-06-04T15:35:11.435764300+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114357487 }, name: None, event_type: MouseMove { x: 896.0, y: 634.0 } }"
2025-06-04T15:35:11.439758200+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114397441 }, name: None, event_type: MouseMove { x: 897.0, y: 638.0 } }"
2025-06-04T15:35:11.443757700+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114437429 }, name: None, event_type: MouseMove { x: 897.0, y: 641.0 } }"
2025-06-04T15:35:11.445745800+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114457312 }, name: None, event_type: MouseMove { x: 898.0, y: 644.0 } }"
2025-06-04T15:35:11.449738900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114497254 }, name: None, event_type: MouseMove { x: 899.0, y: 647.0 } }"
2025-06-04T15:35:11.453744900+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114537301 }, name: None, event_type: MouseMove { x: 900.0, y: 650.0 } }"
2025-06-04T15:35:11.457739500+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114577253 }, name: None, event_type: MouseMove { x: 901.0, y: 655.0 } }"
2025-06-04T15:35:11.461739+05:30,MouseMove,"Event { time: SystemTime { intervals: 133935051114617255 }, name: None, event_type: MouseMove { x: 901.0, y: 659.0 } }"
